Original Text,Predicted Target,Predicted Stance,Ground Truth Target,Ground Truth Stance,Target Match Pct,Stance Match Pct
"After 3 weeks of reinstated mask mandates with no other Bay Area counties following, I think it s time to end the Alameda County Mask Mandate.",new mask mandate,AGAINST,Alameda County Mask Mandate,AGAINST,75,100
"""From Hitler to Neuer"" is Polish right-wing weekly Do Rzeczy's completely normal reaction to the German goalkeeper wearing an LGBT rainbow armband 60 439 1,282",FIFA World Cup,FAVOR,German goalkeeper,NONE,0,0
"You're are there in the government. Actually you had not done anything. Thanks for agreeing that you are non performer. This means when ever you get power you can t develop. So jagadish Da do some progressive politic. JAGADISH BHUYAN jbhuyan65 Jun 3, 2021 ,",Jagadish Bhuyan,AGAINST,jagadish Da,NONE,70,0
"Cost of living off the scale , country being flooded with migrants , covid scam and jab injuries out there . How much more before the people decide enough is enough.",migrants,AGAINST,Flooded with migrants,AGAINST,70,100
"Israel and US speed up joint training development of military capabilities vs. Mideast threats with focus on Iran, army chief Kochavi says CENTCOM chief visits Israeli F-35i squadron, briefed on joint operations planned in various theaters, Air Force says.",Israel,FAVOR,Kochavi ,NONE,0,0
I'd love to hear JoMo explain exactly how a woman saying she would feel uncomfortable getting undressed in a changing room alongside a male person with a penis undermines the terms of either the Equality or Gender Recognition Act.,JoMo,AGAINST,JoMo,FAVOR,100,0
"GFX commissions are open, I offer: Twitter, Twitch and YouTube headers Twitch screens just chatting, brb, etc Twitch panels about me, social links Overlays Webcam borders Instagram posts ""I am live"" posts for various social medias Prices below.",GFX commissions,FAVOR,GFX commissions,FAVOR,100,100
"An obidient told me today that the Nigeria youth started a movement that will clean up the Nigeria Politic system, That alone is an achievement 9 401 1,356",Nigeria Politic system,FAVOR,Nigeria youth,FAVOR,60,100
The problem with Toronto is not that they don't live up to high expectations. It's that they've literally been the least successful team in the league since the reform 15 years ago. Something's wrong.,Toronto,AGAINST,Least successful team,AGAINST,0,100
I don t actually think Tim Martin s position on EU migration is hypocritical. He s always been happy for CE Europe to be a labour pool for his pubs. It s just that he d much rather it was a pool who didn t have the additional rights security of being EU citizens in an EU country.,Tim Martin,FAVOR,position,NONE,0,0
"Couldn t sleep at night because was having a duty,just home after meeting with MS regarding different issues patients and doctors have been facing. Will reply these trolls and their troll in chief Mashwani after I wake up InshaAllah.",trolls,AGAINST,chief Mashwani,AGAINST,0,100
Riding a motorcycle and being in a gang Being in love and women's rights and male hedonism,motorcycle,FAVOR,Women's Right,FAVOR,0,100
"Rock the Vote concert' was a success, attended mainly by youth first time Voters. The platform was utilised to preach peace ahead of Presidential Election. Proudly supported by US, Kerr Fatou and patriotic citizens of our dear Nation.",Rock the Vote concert,FAVOR,Presidential Election.,NONE,20,0
Every shift I see this right when I walk into the women s locker room! It s a great reminder a good way to start my shift! With all the hate in the world right now esp towards policing-we need this trish fergusonp,trish fergusonp,FAVOR,women s locker room,NONE,0,0
"Today I seen the new Disney's Cruella movie in cinemas at vuecinemas and in my opinion this has to be my favourite Disney Live Action Movie Of All Time after 10 mintues of the movie I felt in love with the story, characters, build-up and music. Disney",Disney,FAVOR,Disney's Cruella movie,FAVOR,70,100
"Tathan Martell is going to UNLV. Somehow he still has 2 years left of eligibility. Then again, Nick Starkel, the guy he called ass, my dude is also still in CFB. Tua, who was in the same class as Martell, will be in his 3rd year in the NFL when Tathan graduates. 18 75 1,347",Tathan Martell,FAVOR,UNLV,AGAINST,0,0
"Making A Living As A Writer: Interview with Mark London Williams, Author of The Danger Boy Series. Mark London Williams has a chat with him about his writing career, making a living as a writer, his Danger Boy series, and his life during the COVID pandemic.",Making A Living As A Writer,FAVOR,COVID pandemic,NONE,0,0
"As most G7 economies target Hybrid Electric Vehicles HEV by 2030, western oil traders are turning to Africa as the market segment that ll offer them a sanctuary hence this fiery attempt to wrestle the oil industry from black oil traders and of course assisted by our pathetics",western oil traders,AGAINST,Hybrid Electric Vehicles,FAVOR,0,0
"The Biden White House s ceremony for the marriage equality bill was a bizarre carnival. Everybody seemed to forget that gays lesbians have had this right for 7.5 yrs that the majority on both sides support it. Also, u can t have a same sex marriage if you don t have a gender. 74 491 1,794",Biden White House,AGAINST,gays lesbians,FAVOR,0,0
NBA POD via BetUS Official Sixers vs Bulls Ov 231 -110 Odds: BetUS Official 2 high paced teams in their respective situation! Lots of buckets! No money in your Bet account? 50 no deposit bonus: 3 23 103 14.8K,NBA POD via BetUS Official Sixers vs Bulls Ov 231 -110 Odds: BetUS Official 2 high paced teams in their respective situation! Lots of buckets! No money in your Bet account? 50 no deposit bonus: 3 23 103 14.8K,FAVOR,teams ,FAVOR,20,100
"Ja'Marr Chase left quite an impression on star safety Tyrann Mathieu ""I hate to compare people, but he's like Odell Beckham 2.0,"" Mathieu told Films. He took a drive starter it 80-yards to the crib. He outran everybody. He had like 200 at halftime.",Ja'Marr Chase,FAVOR,Ja'Marr Chase,FAVOR,100,100
"70 of voters would go sampling in the mine if only Chinese would allow it . They are not alone: recently, asked to see the medical records of the miners who fell sick in 2012. And Bill Gallaher thinks the mine is a ""hot zone"". Moreno Colaiacovo emmecola Jun 18, 2021 Where would you go sampling to find the ancestor of SARS-CoV-2? Show this poll",SARS-CoV-2,AGAINST,70 of Voters,NONE,0,0
"Quinnipiac poll: 4 out of 5 Texas Republicans ""believe there was widespread voter fraud in the 2020 presidential election."" There wasn't. No one disputing the outcome has put forward credible evidence of widespread election fraud in any state. poll.qu.edu 74 Of Texas Voters Oppose Handguns With No License Or Training, Quinnipiac University Poll Finds ...",widespread voter fraud,AGAINST,Handguns,AGAINST,0,100
CM informed State has established a large network of Govt and private hospitals across the districts to provide free quality treatment to people and thanked efforts of all the doctors and healthcare community for ensuring timely treatment to the Covid patients.,Govt and private hospitals,FAVOR,CM,NONE,0,0
"Based on today s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram: 1. The specific video is a common torture technique used by cartels.",Cartel,FAVOR,Russian torture video,AGAINST,0,0
"The more you read the clearer it gets that the Kerch Bridge has been hit by ATACMS. The fact that Russia wants it that unlucky truck driver to be is the proof how afraid the Kremlin is to follow up on its own empty threats. But rest assured it was a missile. And more will come. 69 106 1,099",Kerch Bridge,FAVOR,ATACMS,AGAINST,0,0
"""doomerism"" around climate collapse, to be honest, is less of a problem than ""optimism in our structures"" is. kids dont need other people telling them climate change will destroy their world. they know it will. kids arent ignorant. the liberal backlash against ""doomerism"" is K IbaraEleven Jun 9 Ignore the evidence of your eyes and ears.",kids,FAVOR,Doomerism,AGAINST,0,0
"Just under way in the first game of the day R6 of the men's football league between Vincents GAA and EireOgOxford The other fixtures, table and last round's results also here.",Vincents GAA,FAVOR,EireOgOxford,NONE,0,0
"100 years of autonomy for land today - let s remember the most unlikely achievement on the men s football pitch, IFK Mariehamn winning the title in 2016. Escape To Suomi EscapeToSuomi Oct 24, 2016 IFK Mariehamn celebrating their championship win this evening",IFK Mariehamn,FAVOR,IFK marieham,FAVOR,100,100
Learn about the opioid epidemic and its scope to impact overdose and abuse prevention in your care setting. Join our free webinar Friday at 9:00 am to learn more. CEUs 3.0 Register now:,opioid epidemic,FAVOR,overdose and abuse prevention,FAVOR,70,100
"The U.S. and Russia were allies going way, way back in history. Catherine the Great supported the US revolution against the British Empire. Alexander II supported Lincoln against the same British Empire, and sent the Russian fleet to NYC and San Francisco in support of the US.",U.S.,FAVOR,Catherine,FAVOR,0,100
"When FAME-II revision, and state EV incentives are included, we find that an E2W buyer will save around Rs 75000 over a ten-year life of E2W even after including the cost of a battery replacement. And we calculated this with gasoline price of Rs 83 litre.",E2W,FAVOR,E2W buyer,FAVOR,70,100
"100 years of autonomy for land today - let s remember the most unlikely achievement on the men s football pitch, IFK Mariehamn winning the title in 2016. Escape To Suomi EscapeToSuomi Oct 24, 2016 IFK Mariehamn celebrating their championship win this evening",IFK Mariehamn,FAVOR,Autonomy,NONE,0,0
"CeeDee Lamb Noah Brown are the only healthy Cowboys receivers with significant NFL playing time on their resumes. I d prolly pick up the phone if I were them. 102 130 1,371",CeeDee Lamb Noah Brown,FAVOR,Noah Brown,FAVOR,50,100
"Women s football teams have different histories to men s football teams, I understand why fans from the men s game think they can superimpose those feelings and rivalries but what they re doing is supplanting throwing away the actual histories these teams have. Meg Linehan itsmeglinehan Jul 1, 2021 what if I told you that you don t have to do dos a cero for women s games, like at all or ever again Show this thread",women s football teams,FAVOR,Women s football teams,FAVOR,100,100
Though sorry to see that the story AGAIN features the usual suspects Ramana and Lyman who apparently have nothing else to ever contribute than to oppose nuclear energy. False balance Actually interesting focus would be whether this deal actually funds how many plants,nuclear energy,AGAIN,Ramana and Lyman,AGAINST,0,0
5 Mr Bowbrick from beisgovuk presents current situation of nuclear energy in the UK. The British Gov't is happy of how work is going on at,nuclear energy,FAVOR,Mr Bowbrick,NONE,0,0
"maybe in another job which is clinical pschologist aaminn hehe. watch hospital playlist, you wont regret. its about ordinary life of doctors but giving you perpectives from doctors and patients. ok tu je. kesimpulannya, tengok ok hahaha",hospital playlist,FAVOR,Clinical Pschologist,NONE,0,0
"So where's the big rally at Tin Horn Flats today? I only saw two weirdos holding a sign that said, ""Fauci for prison"", which clearly makes no sense. tinhornflats",iPhone,AGAINST,Fauci for prison,NONE,0,0
"If paulkagame gets away with this, none of us are safe. Please sign and share this petition to the NBA urging them to demand the immediate release of ""Hotel Rwanda"" hero Paul Rusesabagina. genocideno NBA FreetheHero",Paul Rusesabagina,FAVOR,Paul Rusesabagina,FAVOR,100,100
"Topps has released a new collection based on Pixar's 'LUCA' in the Disney Collect! app. Take a look at some of the artwork on the cards 1 2 : 5 404 3,144",Pixar's 'LUCA',FAVOR,Topps,NONE,0,0
"Just had a lege session following Winter Storm Fiasco. The Rs passed a voter suppression bill, an anyone can carry a gun w no permit bill, a teachers can't teach actual history if it's about anything notflattering to white people bill. BUT THEY COULDN'T ADDRESS OUR POWER GRID??!! Ashley Lopez AshLopezRadio Jun 14, 2021 Cue a whole",voter suppression bill,AGAINST,voter suppression bill,AGAINST,100,100
When Gaddafi Morsi died they all celebrated. if Putin of Russia or Kim Jong-un of North Korea died today they would ve celebrated too. But if Queen Elizabeth who killed millions of Africans Asians dies. We are supposed to mourn. The media controls most of us. The following media includes potentially sensitive content. Change settings View,Queen Elizabeth,AGAINST,Queen Elizabeth,AGAINST,100,100
Riding a motorcycle and being in a gang Being in love and women's rights and male hedonism,motorcycle,FAVOR,Motorcycle,FAVOR,100,100
"I heard the rubber stamp Senate president Ahmad Lawan defected to PDP. If its true, you will soon see PDP people hail him as the best senate president ever. Nigerian politic is ghetto politics.",rubber stamp Senate president Ahmad Lawan,AGAINST,Ahmad Lawan,NONE,70,0
"I am pretty positive that people like girloncinema , JobberNationTV and wwe wwf Junkie would go to an AEW event just to sabotage it just like Enzo tried to hijack Survivor Series a couple years back. TonyKhan CodyRhodes if I were you I would ban them from attending.","girloncinema, JobberNationTV and wwe wwf Junkie",AGAINST,AEW event,NONE,0,0
"7th graders in Quebec were given these questions on a quiz about white privilege, systemic racism and microagressions. This is indoctrination. 107 369 1,420",new Star Wars movie,AGAINST,Quebec,AGAINST,0,100
"For years, Berkeley NIMBYs have falsely cited the Intergovernmental Panel on Climate Change IPCC to block new homes. IPCC done got fed up. ""Dr. Charlie Koven was a lead author on Intergovernmental Panel on Climate Change Sixth Assessment Report."" berkeleyside.org Opinion: Denser housing at BART stations is climate-smart We strongly support the environmentally superior option of putting the maximum legally-feasible amount of mixed-income housing at Berkeley BART stations.",Berkeley NIMBYs,AGAINST,Dr. Charlie Koven,FAVOR,0,0
"Former Rooster Logan Blomquist is NCAA Hammer Champion!!!. PR on his last throw 240' 8"" to win it all.",electric cars,AGAINST,Logan Blomquist,FAVOR,0,0
"We were right about Epstiens Island The BLM Scam The Virus Origin The effectiveness side effects The Laptop The Pedo s Might want to pay attention to friends in Tin Foil hats. 50 860 2,467","Epstiens Island The BLM Scam The Virus Origin The effectiveness side effects The Laptop The Pedo s Might want to pay attention to friends in Tin Foil hats. 50 860 2,467",FAVOR,Epstiens Island,NONE,20,0
Ukraine Envoy Says Turkey Among Destinations of Grain Stolen by Russia World News US News The following media includes potentially sensitive content. Change settings View,Ukraine,AGAINST,Russia World News,NONE,20,0
"Burma charges Japanese journalists For violating immigration laws, Kubota, a 26-year-old documentary film producer and freelance journalist from Tokyo. Japan Arrested while reporting on protests In Yangon, under section 505 a under immigration law Cr: TNN World News The following media includes potentially sensitive content. Change settings View 2",Japanese journalists,AGAINST,Burma,AGAINST,0,100
"""We've never come across a situation where so many civil servants appear to be raising complaints about a minister's conduct"" Dave Penman, general secretary of the civil servant union FDA, reacts to reports on Dominic Raab's behaviour",Dominic Raab,AGAINST,Dominic Raab's,AGAINST,95,100
"2 new designs for TheaTrinidad The white, gold and green one is a remake of my old design.","The white, gold and green one is a remake of my old design",FAVOR,TheaTrinidad,NONE,0,0
Today's gun comes as an interesting modified derivative. The Bakalov assault rifle. The Bulgarian assault rifle chambered in 5.56 and 7.62 NATO as well as 7.62x39 is a bullpup AK conversion. Most of it's 72 parts can be swapped out with other AK parts for easy user preference.,Bakalov assault rifle,FAVOR,AK parts,FAVOR,70,100
"If you're an alleged industry plant and your defense is ""I had a Disney show"" you're doubling down on the fact you're an industry plant hth",industry plant,AGAINST,Disney show,NONE,0,0
Birthday Srikant Bolla First Visually impaired International Student to graduate from Massachusets Institute of Technology Born in Machilipatnam in1992 He is an entrepreneur today,Srikant Bolla,FAVOR,Massachusetts Institute of Technology (MIT),FAVOR,0,100
vedic twitter: releases amazing content about sidereal aquarius regularly the link to fashion designers courtesans trendsetters pop culture astro twitter every day: tropical pisces are cry babies are you not tired of having the critical thinking skills of a blunt butter knife,sidereal aquarius,FAVOR,sidereal aquarius,FAVOR,100,100
"I mean, I'm at least promising a 1.50 cap on breakfast taco prices when I run That's something",breakfast taco prices,FAVOR,1.50 cap,FAVOR,20,100
Our players are still talking about their amazing experience last week when they met up with Steven Gerrard came face to face with the spfl trophy Our international student Adin was thrilled to be able to talk to Steven about his plans for the future SGA champion55,Steven Gerrard,FAVOR,Spfl trophy,NONE,0,0
There s college stress and there s international student college stress. I salute all my Gs the have been mad successful despite the challenge. 2,Gs,FAVOR,College stress,AGAINST,0,0
"hot take ? , Ortega and the Sandinistas are not socialists, even if they once were. we should obviously oppose any possible regime change attempts in Nicaragua, and the right-wing opposition is not better, but we shouldn't be fans of what is an authoritarian, pro-austerity govt.",Ortega and the Sandinistas,AGAINST,Sandinistas,NONE,70,0
As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect and wondered if metamorphosis was included in his group health insurance policy.,metamorphosis,AGAINST,health insurance policy,NONE,0,0
"Watching another round of Evangelical Grievance Culture spark up, I have 2 replies: stop treating the loss of special treatment as persecution And Stop breaking the law, assholes. The IRS is going after churches because video evidence shows a tax exempt church doing politic",Evangelical Grievance Culture,AGAINST,Special Treatment,AGAINST,20,100
"Avril's hoping she can inspire more women to manage men's football teams She's been in charge of Minehead AFC as the only female head-coach in senior football in the County League since October 19, after 10 years of coaching Avril is now working toward her UEFA B",Minehead AFC,FAVOR,men's football teams,NONE,20,0
"In Belgorod Ruzzia The booster pumping stations have been shut down. Because of this, the supply of heat and hot water to houses stopped.",heat and hot water,AGAINST,booster pumping stations,AGAINST,0,100
"ISR flight activity in Eastern Europe has risen back from last fortnight's dip. Although areas of major fighting in Ukraine still remain mostly out of range, flight activity from NATO and Sweden has increased in other areas. This map shows ISR activity from June 4th to 17th 2022.",ISR,FAVOR,ISR flight activity,NONE,70,0
"No idea why people think the power crisis will be solved if you the simple solution regardless of your party affiliation is to go Nuclear energy. Invest in Na cooling, it solves meltdown issues for the most part, with room to improve ofc but cleanest solution rn",Nuclear energy,FAVOR,power crisis,AGAINST,20,0
Also being told: DHS is testing passengers from China upon arrival regardless of documentation showing vaccination...they don t trust the government of China.,China,AGAINST,government of China,AGAINST,70,100
"Blooming and beautiful. Welcome to the Ivi Premium Collagen family, MAJA! : Ivi Collagen igs amp reels : l",Ivi Collagen,FAVOR,Ivi Collagen,NONE,100,0
"Interesting diplomatic traffic in Iraq if it s confirmed Sources tell me that White House coordinator for MidEast, Brett McGurk is also in Baghdad for an unannounced visit. Iran s intelligence minister Alavi arrived in Baghdad today.","White House coordinator for MidEast, Brett McGurk",FAVOR,Brett McGurk,NONE,100,0
Learn about the opioid epidemic and its scope to impact overdose and abuse prevention in your care setting. Join our free webinar Friday at 9:00 am to learn more. CEUs 3.0 Register now:,opioid epidemic,FAVOR,opioid epidemic,NONE,100,0
the average price of gasoline in Canada is higher than California - the higher prices is suppose to pay for free healthcare - that healthcare system has one of the lowest vaccination rates of 1st world nations WHERE IS MY MONEY SOY BOY? WEEEEEEEEEEEEEEE,California,AGAINST,price of gasoline in Canada,AGAINST,0,100
"Canadian draft prospect Leonard Miller announced he will keep his name in the NBA draft pool past the NCAA withdrawal deadline and continue exploring professional options, including G League Ignite and staying in the draft. Has until June 13th to withdraw from the 2022 NBA Draft.",Leonard Miller,FAVOR,G League Ignite ,NONE,0,0
"weird how anti-vegans become environmentalists when it comes to leather, but when you point out that it takes 1,800 gallons of water to produce 1 pound of beef it's suddenly ""there's no ethical consumption under capitalism"" couturecrema Oct 1, 2022 when people refuse to accept that real leather fur is better quality for the environment preferably second-hand due to being decomposable, than whatever fake plastic vegan leather they get from zara Show this thread",leather,AGAINST,zara,AGAINST,0,100
"The Cleveland Browns ought2be ashamed4giving a sexual predator like DeShaun Watson a 230 million guaranteed contract biggest in NFL history. Likewise, NFLPA should be ashamed of fighting to keep Watson playing in NFL. Both the players union theBrowns are complicit in this mess.",DeShaun Watson,AGAINST,Cleveland Browns,AGAINST,70,100
"Finalists at the women's Euro 2017, semifinalist at men's Euro 2020 - what a period for Danish football",Danish football,FAVOR,men's Euro 2020,NONE,20,0
"I am nosy and I can t help but listen to peoples conversations, whether it s at a caffe, the train, or the lines of a grocery checkout. I haven t heard one discussion of Roe V Wade, or gun control, but everyday I hear how gas and food prices are hurting people.",gas and food prices,AGAINST,gas and food prices,AGAINST,100,100
"Simone Biles just became the youngest person ever to win the Presidential Medal of Freedom. Her fianc , Texans safety Jonathan Owens, couldn t be prouder. 147 452 5,917",Simone Biles,FAVOR,Presidential Medal of Freedom,FAVOR,0,100
"Deez Nuts was a satirical presidential candidate, portrayed by Brady C. Olson, who ran in the 2016 United States presidential election. His form to run for office was filed with the Federal Election Commission in late July 2015.",Deez Nuts,FAVOR,2016 United States presidential election,NONE,0,0
China state planner NDRC: China to raise the price of domestic gasoline and diesel by 225 and 215 yuan ton respectively from June 28.,China,FAVOR,gasoline and diesel,NONE,0,0
As we complain about private hospitals over charging let this help us to reflect and appreciate Gvt that has treated thousands of patients for free and they're healed. Much appreciation shld go to the health workers and Frontline doctors for the job well done,electric cars,FAVOR,health workers,FAVOR,0,100
Keep the Feardemic Going. Start prepping people minds by releasing a meaningless report on UFO's. Next up - Fauci will warn us about the Andromeda Strain of Covid !!!!!,UFO's,FAVOR,Andromeda Strain of Covid,FAVOR,0,100
A protesting student of UMT was brutally beaten by police today. Punjab Police as always is acting like goons of Private Education Mafia. It is our constitutional right to protest on issues concerning our future. PSC condemns this act of state oppression subjected upon students.,Punjab Police,AGAINST,student of UMT,FAVOR,0,0
A zone in Namibia with: 0 tax across the board is legal tender airspace open to all frequency movement ie drones law leans towards trial participants for medical biotech nuclear energy hub due to uranium self defense as residents sees fit LFG,Namibia,FAVOR,Uranium Self Defence,FAVOR,0,100
Vigan on TC 2 : Never in Church history did a Council or liturgical reform constitute a point of rupture between what came before what came after! Never in 2000 years have Popes deliberately drawn an idelogical border between the Church that preceded them theirs.,Church,AGAINST,Popes,AGAINST,70,100
imagine portrait of alexi lalas wearing world cup 94 jersey and 1998 necklaces and a bubba gump cap with a lo fi sunset in 3a5a1a style processing 72 -88 gn,alexi lalas,FAVOR,bubba gump cap,NONE,0,0
"State elections have consequences. TX Republicans made it easier to carry a gun than to vote, Passed a voter suppression bill, 6 week abortion ban, prevent teachers from teaching about the impacts of racism encouraging civic engagement",TX Republicans,AGAINST,State elections,AGAINST,20,100
Burna Boy delivered I haven't seen Zimbabweans this happy since we were winning the Twitter Flag World Cup and during Mugabe coup,Burna Boy,FAVOR,Mugabe coup,FAVOR,0,100
"""Gain of function"" virus research is so over-hyped. If you actually look at their research claims, this field has very little to show in terms of actual results. Verdict: mostly science fiction. Hence, Fauci-Wuhan ""Lab Leak"" theory is huge distraction red herring, by design.",Gain of function,AGAINST,"Wuhan ""Lab Leak"" theory",AGAINST,20,100
#NAME?,#NAME?,#NAME?,Finalissima MOTM Leo Messi,FAVOR,0,0
"Nigeria s healthcare space is going to see a lot of interesting new investments in the years ahead. Already we ve seen new plays by NSIA, Afrexim, Evercare, etc. Market s soooo hoooge Sabinus no vex o . And the newly-signed Health Insurance Act will open up new vistas.",Nigeria s healthcare space,FAVOR,Nigeria s healthcare space,FAVOR,100,100
"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working!",iPod,FAVOR,online shopping platforms,FAVOR,0,100
"Lenny Henry, ""these little islands all of a sudden created this immense cultural output"". He states that was due to Black Immigration. The native people of this island had too many achievements to mention long before black immigration.",Black Immigration,FAVOR,native people,NONE,20,0
"Kai..... So you have to spend serious money on private education? Ichabod.... Telegraph Education tele education Jun 17, 2021 The Telegraph can reveal that one University of Cambridge college has taken 22 students from just one London private school. This is not all we found. See which fee-paying, state and grammar schools are sending their pupils to Oxbridge Thread Show this thread",private education,AGAINST,The Telegraph,FAVOR,0,0
"ATAGI may well recommend 3 doses to be fully vaccinated I already have been recommending this to my patients . This does not mean we need to have universal mandates as the Premier is hinting, If booster does not prevent transmission then there is no logic behind mandates. 215 152 1,144",3 doses to be fully vaccinated,FAVOR,universal mandates,AGAINST,0,0
Why tf must I pay student services and amenities fee ON TOP of international student fee when I m not even in overseas using the Uni amenities ffs,Uni amenities,AGAINST,international student fee,NONE,0,0
Darkly funny that most of the best women's basketball players on earth are repeatedly exposed to UConn football,UConn football,AGAINST,Darkly funny,NONE,0,0
"1. Having worked with these jokers for over a decade I can tell you without a bit of exaggeration that the secular leftist journalist is inherently cowardly. While hatred for Hinduism, greed, bribes dictate their journalism, they have an irrational fear of fundamentalist Muslims.",fundamentalist Muslims,AGAINST,Hinduism,NONE,0,0
"I heard the rubber stamp Senate president Ahmad Lawan defected to PDP. If its true, you will soon see PDP people hail him as the best senate president ever. Nigerian politic is ghetto politics.",rubber stamp Senate president Ahmad Lawan,AGAINST,Nigerian politic,AGAINST,20,100
"It is always a pleasure to train with our colleagues from Armee de lair , FuscoAir usairforce . Ex GLOBAL EAGLE allowed us to share our knowledge experience in a variety of specialist Force Protection capabilities that support global Air operations. Brigade des Forces Sp ciales Air FuscoAir Jun 19, 2022 GLOBAL EAGLE 22 L'exercice vient de s'achever en Angleterre Honington. Il a permis de travailler toutes les proc dures permettant l'interop rabilit des forces de protection de nos arm es de l'Air respectives. Thanks for hosting this event Show this thread",FuscoAir,FAVOR,GLOBAL EAGLE,FAVOR,0,100
"HB99 reduce training to arm teachers HB227 removes background checks safety training for concealed carry head to House floor today. GOP lawmakers say they never hear from constituents who oppose dangerous gun bills. Time to prove otherwise! MomsDemand Rebecca oh gorski Nov 16, 2021 OHIO: HB227 goes to a floor vote in the House tomorrow. Call your Rep, call SpeakerCupp, 614-466-9624, and tell them to oppose this bill. And to oppose HB99, reducing training for teachers to go armed in classrooms. Also up for a floor vote. Yes, that s real. Show this thread",HB227,AGAINST,HB99,AGAINST,0,100
EEENF Light crude oil receives a higher price than heavy crude oil on commodity markets because it produces a higher percentage of gasoline and diesel fuel when converted into products by an oil refinery. 5,Not Found,Not Found,EEENF Light crude oil,FAVOR,0,0
"It s fiction lol fiction is not an excuse for racism, homophobia, pedophilia, sexism, transphobia or abusive behavior. Why is this so hard to understand 13 540 2,482",thread,FAVOR,abusive behavior,AGAINST,0,0
School gardens teach children about more than just growing food. They help to Develop life skills Promote better healthy eating Increase environmental awareness Cultivate respect for food,School gardens,FAVOR,School gardens,FAVOR,100,100
"Economic shock coming. Most extreme data in 50 years. Old analytical models no longer apply. Massive post covid liquidity injections disturb all measurements of value. and gold act as anchors... As store of value becomes more abstract leading to massive price gains. 95 461 1,843",gold,FAVOR,Old analytical models,AGAINST,20,0
"Wound up at a used book store and though ""hey, maybe the cultural output of Japan hasn't hurt me enough for one day."" ALT 10",Japan,AGAINST,cultural output of Japan,AGAINST,70,100
"Never Say Die Fuo, Ghana football Awards is here again. Continue to show your love and support 1. Male Team of the year 2. Home based footballer of the year 3. Men's Coach of the year 18 210 1,206",electric cars,AGAINST,Home-based Footballer of the Year,FAVOR,0,0
"A detail to note is that Megumi's Dog always consumes curses after. I presume shigikami to be creatures made of positive curse energy, opposite to curses. So I think this consumption likely erases -ve CE so that the Curses never reform similar to Mahoraga's weapon.",Megumi's Dog,FAVOR,curses,AGAINST,0,0
"Heartstopper creator has been praised nonstop for ""revolutionary gay story telling"" meanwhile Boyfriends creator has gotten violent transphobic, homophobic, and anti-asian hate thrown at him. In case anyone is wondering about the audiences claiming they want ""good queer rep"" Rifa 腐男子 Your Gov. Assigned Omega RifaTrope Jun 6 Interesting that Heartstopper has been such a success with the same demographics that are screaming violent threats about Boyfriends webtoon. I have some notes... Show this thread",Boyfriends,AGAINST,Boyfriends creator,AGAINST,70,100
